ASIN,Product Name,Brand,Category,Est. Monthly Revenue,Est. Monthly Sales,Price,Fees,Net,Rank,Reviews,LQS,Sellers,Buy Box Owner,Rating,Dimensions,Product Tier,Weight
B07WTS62WJ,Compression Socks For Men Women for Running Nurses Shin Splints Diabetic Athletic Flight Travel Pregnancy Nurses,ACTINPUT,Sports & Outdoors,$110.4,15,$7.36,$4.29,3.07,"86,457",32,69,1,Gofriendly,4.5,"""1.1"" x ""3.6"" x ""8""",Standard (Large),0.2006
B07WSSN573,Compression Socks For Men Women for Running Nurses Shin Splints Diabetic Athletic Flight Travel Pregnancy Nurses,ACTINPUT,Sports & Outdoors,$0,0,$7.36,$4.29,3.07,"224,789",32,69,1,Gofriendly,4.5,"""1.2"" x ""6"" x ""9.2""",Standard (Large),0.2006
B07WSS5NK8,Compression Socks For Men Women for Running Nurses Shin Splints Diabetic Athletic Flight Travel Pregnancy Nurses,ACTINPUT,Sports & Outdoors,$0,0,$7.36,$4.29,3.07,"232,347",32,69,1,,4.5,"""2.1732"" x ""4.7559"" x ""8.6811""",Standard (Large),0.4542
B07WVRKP4R,Compression Socks For Men Women for Running Nurses Shin Splints Diabetic Athletic Flight Travel Pregnancy Nurses,ACTINPUT,Sports & Outdoors,$0,0,$7.36,N.A.,N.A.,"224,789",32,69,1,Gofriendly,4.5,"""2.1732"" x ""4.7559"" x ""8.6811""",,0.4542
B07XKFFT61,Compression Socks For Men Women for Running Nurses Shin Splints Diabetic Athletic Flight Travel Pregnancy Nurses,ACTINPUT,Sports & Outdoors,$110.4,15,$7.36,N.A.,N.A.,"108,067",32,69,1,Gofriendly,4.5,N.A.,,
B073V2BDN1,Compression Socks For Men Women for Running Nurses Shin Splints Diabetic Athletic Flight Travel Pregnancy Nurses,ACTINPUT,"Clothing, Shoes & Jewelry",$220.8,30,$7.36,$4.29,3.07,"458,961",32,69,1,Gofriendly,4.5,"""7.32"" x ""4.88"" x ""1.81""",Standard (Large),0.35
B07XFD36RH,Compression Socks For Men Women for Running Nurses Shin Splints Diabetic Athletic Flight Travel Pregnancy Nurses,ACTINPUT,Sports & Outdoors,$0,0,$7.36,$4.29,3.07,"232,347",32,69,1,Gofriendly,4.5,"""1.9"" x ""5.4"" x ""8.8""",Standard (Large),0.549
B07WTPH8HG,Compression Socks For Men Women for Running Nurses Shin Splints Diabetic Athletic Flight Travel Pregnancy Nurses,ACTINPUT,Sports & Outdoors,$110.4,15,$7.36,N.A.,N.A.,"207,127",32,71,1,Gofriendly,4.5,"""1.9"" x ""5.4"" x ""8.8""",,0.549
B07XGP2JN4,Compression Socks For Men Women for Running Nurses Shin Splints Diabetic Athletic Flight Travel Pregnancy Nurses,ACTINPUT,Sports & Outdoors,$220.8,30,$7.36,N.A.,N.A.,"162,031",32,69,1,Gofriendly,4.5,"""1.9"" x ""5.4"" x ""8.8""",,0.549
B07XMH5D1J,Compression Socks For Men Women for Running Nurses Shin Splints Diabetic Athletic Flight Travel Pregnancy Nurses,ACTINPUT,Sports & Outdoors,$220.8,30,$7.36,$4.29,3.07,"113,506",32,69,1,Gofriendly,4.5,"""1.9"" x ""5.4"" x ""8.8""",Standard (Large),0.549
B07XKT3QST,Compression Socks For Men Women for Running Nurses Shin Splints Diabetic Athletic Flight Travel Pregnancy Nurses,ACTINPUT,"Clothing, Shoes & Jewelry",$552,75,$7.36,$4.29,3.07,"181,632",31,69,1,Gofriendly,4.4,"""1.9"" x ""5.4"" x ""8.8""",Standard (Large),0.549
B07XKFGVPT,Compression Socks For Men Women for Running Nurses Shin Splints Diabetic Athletic Flight Travel Pregnancy Nurses,ACTINPUT,Sports & Outdoors,$0,0,$7.36,N.A.,N.A.,"264,181",32,69,1,Gofriendly,4.5,N.A.,,
B07WWVJC5R,Compression Socks For Men Women for Running Nurses Shin Splints Diabetic Athletic Flight Travel Pregnancy Nurses,ACTINPUT,Sports & Outdoors,$0,0,$7.36,N.A.,N.A.,"215,749",32,69,1,Gofriendly,4.5,"""2.1732"" x ""4.7559"" x ""8.6811""",,0.4542
B07L5FZPXT,"Compression Socks for Women & Men(1/3/6 PACK) - Best for Running,Sport,Nurse,Travel,Cycling-20-30mmHg",ACTINPUT,Sports & Outdoors,$8366.4,720,$11.62,$4.93,6.69,"6,820",147,71,1,ACTINPUT SOCKS,4.6,"""1.2"" x ""3.78"" x ""7.17""",Standard (Large),0.0904
B07L5G1KRH,"Compression Socks for Women & Men(1/3/6 PACK) - Best for Running,Sport,Nurse,Travel,Cycling-20-30mmHg",ACTINPUT,Sports & Outdoors,$15718.17,983,$15.99,$5.59,10.4,"7,582",147,71,1,ACTINPUT SOCKS,4.6,"""1.2"" x ""3.78"" x ""7.17""",Standard (Large),0.0904
B07T5928HY,"Compression Socks for Women & Men-Best Running, Nurse,Athletic Sports, Flight Travel - 15-20mmHg(Large/X-Large, Assorted 2)",ACTINPUT,Sports & Outdoors,$0,0,$9.99,N.A.,N.A.,"307,697",20,66,1,ACTINPUT SOCKS,4.3,N.A.,,
B07B7KKZZZ,"Compression Socks for Women & Men-Best Running, Nurse,Athletic Sports, Flight Travel - 15-20mmHg(Large/X-Large, Nude)",ACTINPUT,Sports & Outdoors,$719.4,60,$11.99,$4.99,7,"80,946",151,46,1,ACTINPUT SOCKS,4.5,"""1"" x ""1"" x ""1""",Standard (Large),0.11
B07B7KYC86,"Compression Socks for Women & Men-Best Running, Nurse,Athletic Sports, Flight Travel - 15-20mmHg(Large/X-Large, White)",ACTINPUT,Sports & Outdoors,$359.7,30,$11.99,$4.99,7,"145,211",151,66,1,ACTINPUT SOCKS,4.5,"""9.37"" x ""6.06"" x ""2.44""",Standard (Large),0.49
B07685T7L6,"Compression Socks for Women & Men-Best Running, Nurse,Athletic Sports, Flight Travel - 15-20mmHg(Small/Medium, Assorted)",ACTINPUT,Health & Household,$359.7,30,$11.99,$4.99,7,"194,642",125,71,1,ACTINPUT SOCKS,4.4,"""2"" x ""2"" x ""2""",Standard (Large),0.11
B0768C792F,"Compression Socks for Women & Men-Best Running, Nurse,Athletic Sports, Flight Travel - 15-20mmHg(Small/Medium, Black)",ACTINPUT,Sports & Outdoors,$479.6,40,$11.99,$4.99,7,"140,740",151,46,1,ACTINPUT SOCKS,4.5,"""2"" x ""2"" x ""1""",Standard (Large),0.22
B0768B7PP8,"Compression Socks for Women & Men-Best Running, Nurse,Athletic Sports, Flight Travel - 15-20mmHg(Small/Medium, Black)",ACTINPUT,Health & Household,$359.7,30,$11.99,N.A.,N.A.,"135,649",150,71,1,ACTINPUT SOCKS,4.5,"""2"" x ""2"" x ""2""",,0
B07B7KW8Y3,"Compression Socks for Women & Men-Best Running, Nurse,Athletic Sports, Flight Travel - 15-20mmHg(Small/Medium, White)",ACTINPUT,Sports & Outdoors,$539.55,45,$11.99,$4.99,7,"80,946",151,66,1,ACTINPUT SOCKS,4.5,"""1"" x ""1"" x ""1""",Standard (Large),0.11
B078569XSW,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$1597.74,186,$8.59,$4.48,4.11,"19,590",874,62,1,ACTINPUT SOCKS,4.5,"""10.67"" x ""5.59"" x ""3.03""",Standard (Large),0.61
B07DWM8B2Q,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$2319.3,270,$8.59,$4.48,4.11,"18,540",871,62,1,ACTINPUT SOCKS,4.5,"""1.2"" x ""3.78"" x ""7.17""",Standard (Large),0.0904
B07X3BBKKC,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$3350.1,390,$8.59,$4.48,4.11,"13,337",871,62,1,ACTINPUT SOCKS,4.5,"""3"" x ""6"" x ""9.5""",Standard (Large),0.7496
B07GDBR4QF,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$2636.7,330,$7.99,$4.39,3.6,"15,580",861,62,1,ACTINPUT SOCKS,4.5,"""1.1024"" x ""4.8031"" x ""9.4882""",Standard (Large),0.5004
B07X1VNHGK,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$2448.15,285,$8.59,$4.48,4.11,"11,254",873,62,1,ACTINPUT SOCKS,4.5,"""3"" x ""6"" x ""9.5""",Standard (Large),0.7496
B07F2BXYP4,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$3475.65,435,$7.99,$4.39,3.6,"11,812",861,62,1,ACTINPUT SOCKS,4.5,"""1.2"" x ""3.78"" x ""7.17""",Standard (Large),0.0904
B07WNQDXYH,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$2834.7,330,$8.59,$4.48,4.11,"15,082",871,62,1,,4.5,"""3"" x ""6"" x ""9.5""",Standard (Large),0.7496
B07F2817ZZ,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$3350.1,390,$8.59,$4.48,4.11,"13,337",871,62,1,ACTINPUT SOCKS,4.5,"""1.2"" x ""3.78"" x ""7.17""",Standard (Large),0.0904
B0752F71RN,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$1803.9,210,$8.59,$3.7,4.89,"18,797",874,62,1,ACTINPUT SOCKS,4.5,"""2.01"" x ""0.98"" x ""0.2""",Standard (Small),0.01
B07VWFD37S,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$3350.1,390,$8.59,$4.48,4.11,"13,422",871,62,1,ACTINPUT SOCKS,4.5,"""3"" x ""6"" x ""9.5""",Standard (Large),0.7496
B07DN6986F,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$1623.51,189,$8.59,$4.48,4.11,"18,797",874,62,1,ACTINPUT SOCKS,4.5,"""1.2"" x ""3.78"" x ""7.17""",Standard (Large),0.0904
B07W7HTKYW,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$3221.25,375,$8.59,$4.48,4.11,"14,441",873,62,1,ACTINPUT SOCKS,4.5,"""3"" x ""6"" x ""9.5""",Standard (Large),0.7496
B07MGZPVB7,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$2448.15,285,$8.59,$4.48,4.11,"13,017",873,62,1,ACTINPUT SOCKS,4.5,"""1.2"" x ""3.78"" x ""7.17""",Standard (Large),0.0904
B07RZQB4N3,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$2705.85,315,$8.59,$4.48,4.11,"10,758",864,62,1,ACTINPUT SOCKS,4.5,"""3"" x ""6"" x ""9.5""",Standard (Large),0.7496
B07RXH28KW,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,"Clothing, Shoes & Jewelry",$5872.65,735,$7.99,$4.39,3.6,"28,622",836,62,1,ACTINPUT SOCKS,4.5,"""3"" x ""6"" x ""9.5""",Standard (Large),0.7496
B07DWNWB7F,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$3350.1,390,$8.59,$4.48,4.11,"13,337",871,62,1,ACTINPUT SOCKS,4.5,"""1.2"" x ""3.78"" x ""7.17""",Standard (Large),0.0904
B07TXXWT55,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$2756.55,345,$7.99,$4.39,3.6,"15,027",860,62,1,ACTINPUT SOCKS,4.5,"""3"" x ""6"" x ""9.5""",Standard (Large),0.7496
B07W1PQXXL,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$2662.9,310,$8.59,$4.48,4.11,"11,254",873,62,1,ACTINPUT SOCKS,4.5,"""3"" x ""6"" x ""9.5""",Standard (Large),0.7496
B077W8P9CG,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,"Clothing, Shoes & Jewelry",$0,0,$7.99,$4.39,3.6,"26,352",831,62,1,ACTINPUT SOCKS,4.5,"""2"" x ""2"" x ""2""",Standard (Large),0.11
B07B8M59X3,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$2061.6,240,$8.59,$4.48,4.11,"21,586",874,62,1,ACTINPUT SOCKS,4.5,"""1"" x ""1"" x ""1""",Standard (Large),0.11
B07PDJNCWT,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$3350.1,390,$8.59,$4.48,4.11,"13,337",871,62,1,ACTINPUT SOCKS,4.5,"""3"" x ""6"" x ""9.5""",Standard (Large),0.7496
B07RZS3JW3,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,"Clothing, Shoes & Jewelry",$9348.3,1170,$7.99,$4.39,3.6,"16,952",831,66,1,ACTINPUT SOCKS,4.5,"""3"" x ""6"" x ""9.5""",Standard (Large),0.7496
B082M2GRQH,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,"Clothing, Shoes & Jewelry",$6951.3,870,$7.99,$4.39,3.6,"24,030",831,62,1,ACTINPUT SOCKS,4.5,"""1.2"" x ""3.78"" x ""7.17""",Standard (Large),0.0904
B07F1PTNJP,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$2319.3,270,$8.59,$4.48,4.11,"18,797",874,62,1,ACTINPUT SOCKS,4.5,"""1.2"" x ""3.78"" x ""7.17""",Standard (Large),0.0904
B075J8PYNT,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$3350.1,390,$8.59,N.A.,N.A.,"13,337",871,62,1,ACTINPUT SOCKS,4.5,"""2.5"" x ""2"" x ""2""",,
B0787N8PC9,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$2834.7,330,$8.59,$4.48,4.11,"15,082",871,62,1,ACTINPUT SOCKS,4.5,"""2"" x ""2"" x ""2""",Standard (Large),0.11
B07WSM3G2H,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$3221.25,375,$8.59,$4.48,4.11,"13,422",871,62,1,ACTINPUT SOCKS,4.5,"""3"" x ""6"" x ""9.5""",Standard (Large),0.7496
B07DLLGMK2,"Compression Socks for Women and Men - Best Medical for Running, Athletic, Varicose Veins, Travel",ACTINPUT,Sports & Outdoors,$2061.6,240,$8.59,$4.48,4.11,"19,590",874,62,1,ACTINPUT SOCKS,4.5,"""1.2"" x ""3.78"" x ""7.17""",Standard (Large),0.0904
B0787SST2N,"Compression Socks For Women Men 20-25mmHg-Best Medical, Nursing, Travel & Flight Socks",ACTINPUT,"Clothing, Shoes & Jewelry",$101349.3,5070,$19.99,$6.19,13.8,"1,338",469,65,1,LIFORTUNE,4.5,"""2"" x ""2"" x ""1""",Standard (Large),0.11
B07DN773LY,"Compression Socks for Women&Men (20-30mmHg)- Best for Running, Travel,Cycling,Pregnant,Nurse, Edema",ACTINPUT,"Clothing, Shoes & Jewelry",$10786.5,1350,$7.99,$4.39,3.6,"14,123",757,69,1,ACTINPUT SOCKS,4.5,"""1.2"" x ""3.78"" x ""7.17""",Standard (Large),0.0904
B07MVXN5ZM,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$18663.75,1125,$16.59,$5.68,10.91,"4,062",1346,68,1,Gofriendly,4.4,"""2.4"" x ""6.95"" x ""10.95""",Standard (Large),0.3395
B07RK7FBWY,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$15926.4,960,$16.59,$5.68,10.91,"4,863",1285,69,1,Gofriendly,4.3,"""2.5197"" x ""6.6142"" x ""9.685""",Standard (Large),0.4497
B07RT1B6GN,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$15926.4,960,$16.59,N.A.,N.A.,"4,854",1280,69,1,Gofriendly,4.3,"""1.7"" x ""4.6"" x ""8.1""",,0.2491
B07PQY91P4,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$14931,900,$16.59,$5.68,10.91,"6,529",1361,53,1,Gofriendly,4.3,"""2.55"" x ""9.9"" x ""11.35""",Standard (Large),0.8003
B06XKX8PCF,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,"Clothing, Shoes & Jewelry",$23955.9,1410,$16.99,$5.74,11.25,"13,351",943,70,1,Gofriendly,4.3,"""11.1"" x ""7.72"" x ""2.2""",Standard (Large),0.95
B07JQNN8XH,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$16921.8,1020,$16.59,N.A.,N.A.,"4,654",1285,69,1,Gofriendly,4.3,"""2.6"" x ""5"" x ""11.4""",,0.5004
B07D75W4J5,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$19908,1200,$16.59,$5.68,10.91,"3,773",1351,48,1,Gofriendly,4.4,"""2.0079"" x ""10.8661"" x ""12.5984""",Standard (Large),0.6768
B07VNCCXL5,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$14184.45,855,$16.59,$5.68,10.91,"4,732",1360,68,1,Gofriendly,4.4,"""1.8976"" x ""9.4961"" x ""11.0984""",Standard (Large),0.679
B07D7MXC3Y,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$18166.05,1095,$16.59,$4.9,11.69,"5,228",1285,69,1,Gofriendly,4.3,"""0.6"" x ""6"" x ""10.5""",Standard (Small),0.0507
B07T9BK28K,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$15926.4,960,$16.59,$5.68,10.91,"4,863",1285,49,1,Gofriendly,4.3,"""2.1"" x ""6.7"" x ""8.6""",Standard (Large),0.7893
B07SM3NJMP,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$16175.25,975,$16.59,N.A.,N.A.,"4,881",1344,68,1,Gofriendly,4.4,N.A.,,
B06XBPW11Y,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,"Clothing, Shoes & Jewelry",$23889.6,1440,$16.59,$5.68,10.91,"12,891",943,69,1,Gofriendly,4.3,"""7.99"" x ""4.88"" x ""4.02""",Standard (Large),0.9
B06XKRFY8B,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$15428.7,930,$16.59,$5.68,10.91,"5,094",1344,48,1,Gofriendly,4.4,"""11.1"" x ""7.72"" x ""2.2""",Standard (Large),0.95
B07C4KYVCH,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,"Clothing, Shoes & Jewelry",$31272.15,1885,$16.59,$5.68,10.91,"14,848",944,53,1,Gofriendly,4.3,"""2.0079"" x ""10.8661"" x ""12.5984""",Standard (Large),0.6768
B01LY73WKP,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,"Clothing, Shoes & Jewelry",$23391.9,1410,$16.59,$5.68,10.91,"13,242",970,69,1,Gofriendly,4.3,"""8.2"" x ""4.6"" x ""1.7""",Standard (Large),0.25
B07C4Q6K1C,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$15782.85,1215,$12.99,$5.14,7.85,"3,731",1279,47,1,Gofriendly,4.4,"""12.6"" x ""10.87"" x ""2.01""",Standard (Large),0.68
B07CLF685J,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$16921.8,1020,$16.59,$5.68,10.91,"4,645",1280,69,1,Gofriendly,4.3,"""2.9134"" x ""5.315"" x ""7.0866""",Standard (Large),0.5997
B07CXJF7KT,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$16805.67,1013,$16.59,$5.68,10.91,"6,317",1361,68,1,Gofriendly,4.3,"""1.6"" x ""9"" x ""12""",Standard (Large),0.5997
B07MVYBGRY,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$17419.5,1050,$16.59,$5.68,10.91,"4,883",1361,53,1,Gofriendly,4.3,"""2.1"" x ""7.1"" x ""10.8""",Standard (Large),0.3307
B07CXM49SX,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$15926.4,960,$16.59,$5.68,10.91,"4,854",1280,69,1,Gofriendly,4.3,"""2.6772"" x ""9.8031"" x ""11.7323""",Standard (Large),0.6305
B07VK6MPJ7,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$7465.5,450,$16.59,$5.68,10.91,"5,247",1355,68,1,Gofriendly,4.4,"""2.5197"" x ""6.6142"" x ""9.685""",Standard (Large),0.4497
B071QZVQM4,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,"Clothing, Shoes & Jewelry",$25994.7,1530,$16.99,$4.96,12.03,"11,784",932,53,1,Gofriendly,4.3,"""7.09"" x ""3.31"" x ""0.39""",Standard (Small),0.05
B07DXK463Q,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$15428.7,930,$16.59,$5.68,10.91,"5,068",1280,69,1,Gofriendly,4.3,"""2.2047"" x ""7.7165"" x ""11.1024""",Standard (Large),0.9502
B07Q2HBH6Q,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$16921.8,1020,$16.59,$5.68,10.91,"4,552",1280,69,1,Gofriendly,4.3,"""3.2"" x ""4.7"" x ""7.5""",Standard (Large),0.7011
B06XNKCF3H,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,"Clothing, Shoes & Jewelry",$26170.2,2010,$13.02,$5.14,7.88,"7,959",1042,70,1,Gofriendly,4.3,"""11.1"" x ""7.72"" x ""2.2""",Standard (Large),0.95
B07SM34ZKP,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$16672.95,1005,$16.59,$5.68,10.91,"4,883",1361,68,1,Gofriendly,4.3,"""1.7"" x ""4.6"" x ""8.1""",Standard (Large),0.2491
B071WVXKZ9,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,"Clothing, Shoes & Jewelry",$25880.4,1560,$16.59,$4.9,11.69,"11,634",908,65,1,Gofriendly,4.3,"""6.5"" x ""4.02"" x ""0.2""",Standard (Small),0.04
B07DN58BKK,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$17419.5,1050,$16.59,$5.68,10.91,"4,504",1351,68,1,Gofriendly,4.4,"""2.2047"" x ""7.7165"" x ""11.1024""",Standard (Large),0.9502
B06XKRFXZL,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,"Clothing, Shoes & Jewelry",$22797.45,1755,$12.99,$5.14,7.85,"9,846",1343,68,1,Gofriendly,4.4,"""11.1"" x ""7.72"" x ""2.2""",Standard (Large),0.95
B07D9FLLHZ,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$15926.4,960,$16.59,$5.68,10.91,"4,863",1285,49,1,Gofriendly,4.3,"""2.0079"" x ""10.8661"" x ""12.5984""",Standard (Large),0.6768
B07RRXW985,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$15428.7,930,$16.59,$5.68,10.91,"5,068",1280,69,1,Gofriendly,4.3,"""2.5197"" x ""6.6142"" x ""9.685""",Standard (Large),0.4497
B0745YL5WC,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$17419.5,1050,$16.59,$5.68,10.91,"4,502",1280,49,1,Gofriendly,4.3,"""9.69"" x ""6.61"" x ""2.52""",Standard (Large),0.45
B074P5X274,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$14931,900,$16.59,$4.9,11.69,"5,228",1285,69,1,Gofriendly,4.3,"""7.13"" x ""4.69"" x ""0.51""",Standard (Small),0.15
B07C9FCZQM,"Compression Socks Plantar Fasciitis for Women Men (3/5/7 Pack), 8-15 mmhg Athletic Sock Arch Support Flight Travel Nurses",ACTINPUT,Sports & Outdoors,$15926.4,960,$16.59,$5.68,10.91,"4,863",1285,49,1,Gofriendly,4.3,"""11.42"" x ""9.72"" x ""2.68""",Standard (Large),0.84
