,0
0,120101001001
1,111
2,花园路社区居委会
0,120101001002
1,111
2,滨西社区居委会
0,120101001004
1,111
2,兆丰路社区居委会
0,120101001005
1,111
2,林泉社区居委会
0,120101001006
1,111
2,新疆路社区居委会
0,120101001007
1,111
2,南京路社区居委会
0,120101001008
1,111
2,宁夏路社区居委会
0,120101001009
1,111
2,福明社区居委会
0,120101001010
1,111
2,百货大楼社区居委会
0,120101001012
1,111
2,新津社区居委会
0,120101001013
1,111
2,蒙古路社区居委会
0,120101001014
1,111
2,静园社区居委会
0,120101001000
1,劝业场街道
0,120101002002
1,111
2,泰安道社区居委会
0,120101002003
1,111
2,树德里社区居委会
0,120101002004
1,111
2,崇仁里社区居委会
0,120101002007
1,111
2,承德道社区居委会
0,120101002009
1,111
2,长春道社区居委会
0,120101002010
1,111
2,解放路社区居委会
0,120101002012
1,111
2,达文里社区居委会
0,120101002013
1,111
2,大同道社区居委会
0,120101002014
1,111
2,开封道社区居委会
0,120101002000
1,小白楼街道
0,120101003001
1,111
2,育文坊社区居委会
0,120101003003
1,111
2,友谊里社区居委会
0,120101003004
1,111
2,文化里社区居委会
0,120101003005
1,111
2,福林里社区居委会
0,120101003008
1,111
2,尚友里社区居委会
0,120101003009
1,111
2,泰来里社区居委会
0,120101003013
1,111
2,湖南路社区居委会
0,120101003015
1,111
2,澳门路社区居委会
0,120101003017
1,111
2,三盛里社区居委会
0,120101003018
1,111
2,安乐村社区居委会
0,120101003019
1,111
2,国际公寓第一社区居委会
0,120101003021
1,111
2,华荫南里社区居委会
0,120101003022
1,111
2,国际公寓第二社区居委会
0,120101003000
1,五大道街道
0,120101004002
1,111
2,新兴南里社区居委会
0,120101004003
1,111
2,新兴北里社区居委会
0,120101004004
1,111
2,永丰里社区居委会
0,120101004006
1,111
2,土山花园社区居委会
0,120101004008
1,111
2,金泉里社区居委会
0,120101004009
1,111
2,犀地社区居委会
0,120101004010
1,111
2,朝阳里社区居委会
0,120101004012
1,111
2,兴河里社区居委会
0,120101004013
1,111
2,卫华里社区居委会
0,120101004014
1,111
2,卫津路社区居委会
0,120101004024
1,111
2,西康路社区居委会
0,120101004000
1,新兴街道
0,120101005003
1,111
2,昆明路社区居委会
0,120101005004
1,111
2,西宁道社区居委会
0,120101005005
1,111
2,天兴里社区居委会
0,120101005006
1,111
2,竞业里社区居委会
0,120101005007
1,111
2,绵阳道社区居委会
0,120101005009
1,111
2,世昌里社区居委会
0,120101005011
1,111
2,香榭里社区居委会
0,120101005012
1,111
2,天新里社区居委会
0,120101005013
1,111
2,文化村社区居委会
