,0
0,510101000000
1,市辖区
0,510104020007
1,111
2,青石桥社区居委会
0,510104020008
1,111
2,滨江路社区居委会
0,510104020009
1,111
2,督院街社区居委会
0,510104020000
1,督院街街道办事处
0,510104021004
1,111
2,学道街社区居委会
0,510104021005
1,111
2,青年路社区居委会
0,510104021000
1,盐市口街道办事处
0,510104022006
1,111
2,总府路社区居委会
0,510104022007
1,111
2,华兴街社区居委会
0,510104022008
1,111
2,岳府街社区居委会
0,510104022000
1,春熙路街道办事处
0,510104023013
1,111
2,庆云社区居委会
0,510104023016
1,111
2,华星路社区居委会
0,510104023017
1,111
2,福字街社区
0,510104023000
1,书院街街道办事处
0,510104024007
1,111
2,大慈寺社区居委会
0,510104024008
1,111
2,东升街社区居委会
0,510104024010
1,111
2,合江亭社区居委会
0,510104024013
1,111
2,崇德里社区居委会
0,510104024000
1,合江亭街道办事处
0,510104025006
1,111
2,水井坊社区居委会
0,510104025007
1,111
2,交子社区居委会
0,510104025008
1,111
2,锦官驿社区居委会
0,510104025009
1,111
2,点将台社区居委会
0,510104025000
1,水井坊街道办事处
0,510104026006
1,111
2,得胜街社区居委会
0,510104026008
1,111
2,水碾河路南社区居委会
0,510104026009
1,111
2,华成路社区居委会
0,510104026011
1,111
2,经华南路社区居委会
0,510104026000
1,牛市口街道办事处
0,510104027004
1,111
2,河滨社区居委会
0,510104027005
1,111
2,龙舟社区居委会
0,510104027007
1,111
2,莲桂西路社区居委会
0,510104027011
1,111
2,石牛堰社区居委会
0,510104027000
1,龙舟路街道办事处
0,510104028004
1,111
2,牛沙路社区居委会
0,510104028005
1,111
2,五福桥社区居委会
0,510104028008
1,111
2,通惠社区居委会
0,510104028009
1,111
2,汇泉路社区居委会
0,510104028011
1,111
2,双桂路社区居委会
0,510104028000
1,双桂路街道办事处
0,510104029008
1,111
2,莲花社区居委会
0,510104029009
1,111
2,九眼桥社区居委会
0,510104029010
1,111
2,一心桥社区居委会
0,510104029011
1,111
2,宏济路社区居委会
0,510104029012
1,111
2,紫东社区居委会
0,510104029015
1,111
2,锦东社区居委会
0,510104029000
1,莲新街道办事处
0,510104030003
1,111
2,塔子山社区居委会
0,510104030004
1,111
2,沙河社区居委会
0,510104030005
1,111
2,静康社区居委会
0,510104030000
1,沙河街道办事处
0,510104031007
1,111
2,东怡社区居委会
0,510104031008
1,111
2,新莲新社区居委会
0,510104031010
1,111
2,永兴社区居委会
0,510104031011
1,111
2,锦华社区居委会
0,510104031012
1,111
2,翡翠城社区居委会
0,510104031014
1,111
2,东润社区居委会
0,510104031016
1,111
2,观音桥社区居委会
0,510104031000
1,东光街道办事处
0,510104032004
1,111
2,四川师大社区居委会
0,510104032005
1,111
2,万科城花社区居委会
0,510104032006
1,111
2,菱窠社区居委会
0,510104032007
1,111
2,花果社区居委会
0,510104032009
1,111
2,佳宏路社区居委会
0,510104032000
1,狮子山街道办事处
0,510104035001
1,111
2,金象花园社区居委会
0,510104035002
1,111
2,皇经社区居委会
0,510104035003
1,111
2,花香苑社区居委会
0,510104035004
1,111
2,国槐路社区
0,510104035005
1,112
2,�ㄗ邮魃缜�居委会
0,510104035006
1,111
2,金像寺社区居委会会
0,510104035007
1,112
2,皇经楼社区居委会
0,510104035008
1,111
2,大观社区居委会
0,510104035009
1,111
2,粮丰社区居委会
0,510104035010
1,112
2,华新社区居委会
0,510104035011
1,111
2,经天社区居委会
0,510104035012
1,111
2,晨辉社区居委会
0,510104035013
1,111
2,赖家新桥社区居委会
0,510104035014
1,111
2,蓝谷地社区居委会
0,510104035015
1,111
2,香樟社区居委会
0,510104035016
1,111
2,卓锦城社区居委会
0,510104035017
1,111
2,锦城逸景社区居委会
0,510104035000
1,成龙路街道办事处
0,510104036001
1,111
2,柳江社区居委会
0,510104036002
1,111
2,生研所社区居委会
0,510104036003
1,111
2,锦馨社区
0,510104036004
1,111
2,琉璃社区居委会
0,510104036005
1,111
2,包江桥社区居委会
0,510104036006
1,112
2,祝国寺社区居委会
0,510104036007
1,112
2,潘家沟社区居委会
0,510104036008
1,111
2,凯天社区居委会
0,510104036000
1,柳江街道办事处
0,510104037001
1,111
2,幸福社区居委会
0,510104037002
1,112
2,江家堰社区居委会
0,510104037003
1,112
2,大安桥社区居委会
0,510104037004
1,112
2,驸马社区居委会
0,510104037005
1,112
2,红砂社区居委会
0,510104037006
1,112
2,万福社区居委会
0,510104037007
1,111
2,栀子街社区居委会
0,510104037008
1,111
2,喜树路社区居委会
0,510104037009
1,111
2,银木街社区居委会
0,510104037010
1,111
2,杨树街社区居委会
0,510104037011
1,111
2,白桦林路社区居委会
0,510104037000
1,三圣街道办事处
0,510104000000
1,锦江区
0,510105001001
1,111
2,鼓楼南街社区居委会
0,510105001002
1,111
2,升平社区居委会
0,510105001003
1,111
2,德盛路社区居委会
0,510105001004
1,111
2,小关庙社区居委会
0,510105001005
1,111
2,玉沙路社区居委会
0,510105001000
1,太升路街道办事处
0,510105002001
1,111
2,文殊院社区居委会
0,510105002002
1,111
2,玉带桥社区居委会
0,510105002003
1,111
2,双眼井社区居委会
0,510105002000
1,草市街街道办事处
0,510105003001
1,111
2,羊市街社区居委会
0,510105003002
1,111
2,东御河社区居委会
0,510105003003
1,111
2,西华门社区居委会
0,510105003004
1,111
2,五福街社区居委会
0,510105003000
1,西御河街道办事处
0,510105004001
1,111
2,少城社区居委会
0,510105004002
1,111
2,文翁社区居委会
0,510105004003
1,111
2,长城社区居委会
0,510105004004
1,111
2,文庙社区居委会
0,510105004000
1,汪家拐街道办事处
0,510105005001
1,111
2,过街楼社区居委会
0,510105005002
1,111
2,四道街社区居委会
0,510105005003
1,111
2,商业街社区居委会
0,510105005004
1,111
2,宽巷子社区居委会
0,510105005000
1,少城街道办事处
0,510105006001
1,111
2,八宝街社区居委会
0,510105006002
1,111
2,通锦桥路社区居委会
0,510105006003
1,111
2,宁夏街社区居委会
0,510105006000
1,新华西路街道办事处
0,510105007001
1,111
2,送仙桥社区居委会
0,510105007002
1,111
2,芳邻路社区居委会
0,510105007003
1,111
2,琴台路社区居委会
0,510105007004
1,111
2,草堂路社区居委会
0,510105007000
1,草堂街道办事处
0,510105008001
1,111
2,战旗社区居委会
0,510105008002
1,111
2,石人北路社区居委会
0,510105008003
1,111
2,文苑社区居委会
0,510105008004
1,111
2,石人南路社区居委会
0,510105008005
1,111
2,同德社区居委会
0,510105008006
1,111
2,清溪社区居委会
0,510105008007
1,111
2,锦屏社区居委会
0,510105008000
1,府南街道办事处
0,510105009001
1,111
2,浣花社区居委会
0,510105009002
1,111
2,青华社区居委会
0,510105009003
1,111
2,花园社区居委会
0,510105009004
1,111
2,财大社区居委会
0,510105009005
1,111
2,清康社区居委会
0,510105009000
1,光华街道办事处
0,510105010001
1,111
2,贝森路社区居委会
0,510105010002
1,111
2,双新路社区居委会
0,510105010003
1,111
2,清水河社区居委会
0,510105010004
1,111
2,东坡路社区居委会
0,510105010000
1,东坡街道办事处
0,510105011001
1,111
2,金鹏社区居委会
0,510105011002
1,111
2,金凤社区居委会
0,510105011003
1,111
2,同怡社区居委会
0,510105011004
1,111
2,金沙遗址社区居委会
0,510105011000
1,金沙街道办事处
0,510105012001
1,111
2,华兴社区居委会
0,510105012002
1,111
2,民安社区居委会
0,510105012003
1,111
2,安康社区居委会
0,510105012004
1,111
2,康华社区居委会
0,510105012005
1,111
2,成航社区居委会
0,510105012006
1,112
2,高坎社区居委会
0,510105012007
1,112
2,联工社区居委会
0,510105012000
1,黄田坝街道办事处
0,510105013001
1,111
2,中鹏社区居委会
0,510105013002
1,111
2,清波社区居委会
0,510105013003
1,111
2,中坝社区居委会
0,510105013004
1,111
2,百仁社区居委会
0,510105013005
1,111
2,黄土社区居委会
0,510105013006
1,111
2,培风路社区居委会
0,510105013007
1,111
2,万家湾社区居委会
0,510105013008
1,111
2,龙嘴社区居委会
0,510105013009
1,111
2,清江社区居委会
0,510105013011
1,111
2,清源社区居民委员会
0,510105013012
1,111
2,同辉社区居民委员会
0,510105013013
1,111
2,同瑞社区居民委员会
0,510105013000
1,苏坡街道办事处
0,510105014001
1,111
2,康庄社区居委会
0,510105014002
1,112
2,大石桥社区居委会
0,510105014003
1,112
2,张家碾社区居委会
0,510105014004
1,112
2,盐井社区居委会
0,510105014005
1,111
2,乐平社区居委会
0,510105014006
1,112
2,董家坝社区居委会
0,510105014007
1,112
2,康河社区居委会
0,510105014008
1,111
2,马厂社区居委会
0,510105014009
1,112
2,七里沟社区居委会
0,510105014010
1,112
2,蔡桥社区居委会
0,510105014011
1,112
2,华严社区居委会
0,510105014012
1,112
2,红碾社区居委会
0,510105014013
1,112
2,快活社区居委会
0,510105014000
1,文家街道办事处
0,510105000000
1,青羊区
0,510106024010
1,111
2,青羊北路社区居委会
0,510106024011
1,111
2,枣子巷社区居委会
0,510106024012
1,111
2,永陵社区居委会
0,510106024013
1,111
2,白果林社区居委会
0,510106024014
1,111
2,金琴南路社区居委会
0,510106024000
1,西安路街道
0,510106025001
1,123
2,西华大学社区居委会
0,510106025002
1,111
2,金牛社区居委会
0,510106025003
1,111
2,跃进社区居委会
0,510106025004
1,111
2,青杠社区居委会
0,510106025005
1,111
2,涧漕社区居委会
0,510106025006
1,111
2,瓦子社区居委会
0,510106025007
1,112
2,兴盛社区居委会
0,510106025008
1,112
2,富家社区居委会
0,510106025009
1,112
2,侯家社区居委会
0,510106025010
1,112
2,金罗社区居委会
0,510106025011
1,112
2,兴盛世家社区居委会
0,510106025012
1,111
2,府河新居社区居委会
0,510106025000
1,西华街道
0,510106026001
1,111
2,城隍庙社区居委会
0,510106026002
1,111
2,新村河边街社区居委会
0,510106026003
1,111
2,西体路社区居委会
0,510106026004
1,111
2,金仙桥社区居委会
0,510106026005
1,111
2,马家花园社区居委会
0,510106026006
1,111
2,花牌坊社区居委会
0,510106026000
1,人民北路街道
0,510106027004
1,111
2,互助路社区居委会
0,510106027006
1,111
2,西三巷社区居委会
0,510106027009
1,111
2,东一路社区居委会
0,510106027010
1,111
2,荷花池社区居委会
0,510106027011
1,111
2,西北桥社区居委
0,510106027012
1,111
2,杨柳巷社区居委会
0,510106027000
1,荷花池街道
0,510106030001
1,111
2,一环路北四段社区居委会
0,510106030002
1,111
2,树蓓街社区居委会
0,510106030003
1,111
2,高笋塘社区居委会
0,510106030004
1,111
2,红花社区居委会
0,510106030005
1,111
2,工人村社区居委会
0,510106030006
1,111
2,恒德路社区居委会
0,510106030007
1,111
2,马鞍东路社区居委会
0,510106030008
1,111
2,星辉东路社区居委会
0,510106030000
1,驷马桥街道
0,510106031008
1,111
2,奥林社区居委会
0,510106031009
1,111
2,化成社区居委会
0,510106031010
1,111
2,育苗路社区居委会
0,510106031011
1,111
2,锦城社区居委会
0,510106031000
1,茶店子街道
0,510106032001
1,111
2,抚琴西北街社区居委会
0,510106032002
1,111
2,西南街社区居委会
0,510106032003
1,111
2,金鱼街社区居委会
0,510106032004
1,111
2,金琴路社区居委会
0,510106032005
1,111
2,圃园路社区居委会
0,510106032009
1,111
2,铁路新村社区居委会
0,510106032011
1,111
2,金沙路社区居委会
0,510106032012
1,111
2,光荣小区社区居委会
0,510106032000
1,抚琴街道
0,510106035007
1,111
2,西南交通大学社区居委会
0,510106035008
1,111
2,康禧路社区居委会
0,510106035009
1,111
2,星河路社区居委会
0,510106035010
1,111
2,九里堤北路社区居委会
0,510106035000
1,九里堤街道
0,510106036001
1,111
2,五块石社区居委会
0,510106036002
1,111
2,五福社区居委会
0,510106036003
1,111
2,玉局庵社区居委会
0,510106036005
1,111
2,五块石新社区居委会
0,510106036000
1,五块石街道
0,510106037001
1,111
2,金沙公园东社区居委会
0,510106037002
1,111
2,金沙公园北社区居委会
0,510106037003
1,111
2,金沙公园社区居委会
0,510106037000
1,黄忠街道
0,510106038001
1,111
2,营门口路社区居委会
0,510106038002
1,111
2,银沙路社区居委会
0,510106038003
1,111
2,银桂桥社区居委会
0,510106038004
1,111
2,长庆路社区居委会
0,510106038005
1,111
2,花照社区居委会
0,510106038006
1,111
2,茶店社区居委会
0,510106038000
1,营门口街道
0,510106040001
1,111
2,土桥社区居委会
0,510106040002
1,111
2,迎宾路社区居委会
0,510106040003
1,111
2,高家社区居委会
0,510106040004
1,112
2,淳风桥社区居委会
0,510106040005
