,0
0,350101000000
1,市辖区
0,350102001001
1,111
2,中山社区
0,350102001002
1,111
2,庆城社区
0,350102001004
1,111
2,观风亭社区
0,350102001005
1,111
2,开元社区
0,350102001006
1,111
2,树兜社区
0,350102001000
1,鼓东街道
0,350102002002
1,111
2,梦山社区
0,350102002003
1,111
2,西湖社区
0,350102002004
1,111
2,陆庄社区
0,350102002005
1,111
2,保定社区
0,350102002006
1,111
2,后县社区
0,350102002007
1,111
2,达明社区
0,350102002000
1,鼓西街道
0,350102003001
1,111
2,琼河社区
0,350102003002
1,111
2,河东社区
0,350102003003
1,111
2,东湖社区
0,350102003004
1,111
2,金汤社区
0,350102003005
1,111
2,东大社区
0,350102003006
1,111
2,汤门社区
0,350102003007
1,111
2,汤边社区
0,350102003000
1,温泉街道
0,350102004001
1,111
2,军门社区
0,350102004003
1,111
2,大根社区
0,350102004004
1,111
2,竹林境社区
0,350102004005
1,111
2,旗讯口社区
0,350102004000
1,东街街道
0,350102005001
1,111
2,河南杨桥社区
0,350102005002
1,111
2,小柳社区
0,350102005005
1,111
2,灵响社区
0,350102005006
1,111
2,驿里社区
0,350102005007
1,111
2,柳河社区
0,350102005008
1,111
2,三坊七巷社区
0,350102005000
1,南街街道
0,350102006001
1,111
2,五一广场社区
0,350102006002
1,111
2,乌山社区
0,350102006003
1,111
2,乌塔社区
0,350102006005
1,111
2,于山社区
0,350102006000
1,安泰街道
0,350102007001
1,111
2,琴湖社区
0,350102007002
1,111
2,屏山社区
0,350102007003
1,111
2,龙峰社区
0,350102007004
1,111
2,九彩社区
0,350102007005
1,111
2,思儿亭社区
0,350102007006
1,111
2,公益社区
0,350102007007
1,111
2,体育中心社区
0,350102007008
1,111
2,屏东社区
0,350102007009
1,111
2,北江社区
0,350102007000
1,华大街道
0,350102008001
1,111
2,闽都社区
0,350102008002
1,111
2,莲宅社区
0,350102008003
1,111
2,乐天泉社区
0,350102008004
1,111
2,福新社区
0,350102008005
1,111
2,建华社区
0,350102008000
1,水部街道
0,350102009001
1,111
2,屏西社区
0,350102009002
1,111
2,天元社区
0,350102009003
1,111
2,广夏社区
0,350102009004
1,111
2,白龙社区
0,350102009005
1,111
2,龙泉社区
0,350102009006
1,111
2,永恒社区
0,350102009007
1,111
2,兰庭社区
0,350102009008
1,111
2,左海社区
0,350102009009
1,111
2,铜盘社区
0,350102009010
1,111
2,湖前社区
0,350102009013
1,111
2,凤仪社区
0,350102009000
1,五凤街道
0,350102100001
1,111
2,福屿社区
0,350102100002
1,111
2,西凤社区
0,350102100003
1,111
2,怡山社区
0,350102100004
1,111
2,兴园社区
0,350102100005
1,111
2,大凰山社区
0,350102100006
1,111
2,凤凰池社区
0,350102100007
1,111
2,象山社区
0,350102100008
1,111
2,金牛山社区
0,350102100009
1,111
2,凤湖社区
0,350102100010
1,111
2,洪山桥社区
0,350102100011
1,111
2,锦江社区
0,350102100012
1,111
2,国光社区
0,350102100000
1,洪山镇
0,350102000000
1,鼓楼区
0,350103001002
1,111
2,建海社区居委会
0,350103001005
1,111
2,滨江社区居委会
0,350103001007
1,111
2,光明社区居委会
0,350103001012
1,111
2,红星社区居委会
0,350103001015
1,111
2,瀛东社区居委会
0,350103001000
1,瀛洲街道
0,350103002006
1,111
2,天华社区居委会
0,350103002015
1,111
2,水巷社区居委会
0,350103002016
1,111
2,汀洲社区居委会
0,350103002019
1,111
2,同晖社区居委会
0,350103002020
1,111
2,中亭街社区居委会
0,350103002021
1,111
2,上下杭社区居委会
0,350103002000
1,后洲街道
0,350103003002
1,111
2,浦东社区居委会
0,350103003003
1,111
2,泰山社区居委会
0,350103003004
1,111
2,浦西社区居委会
0,350103003008
1,111
2,奋斗社区居委会
0,350103003012
1,111
2,保兴社区居委会
0,350103003000
1,义洲街道
0,350103004002
1,111
2,南公社区居委会
0,350103004003
1,111
2,新港社区居委会
0,350103004004
1,111
2,十三桥社区居委会
0,350103004005
1,111
2,雁塔社区居委会
0,350103004008
1,111
2,利嘉城社区居委会
0,350103004000
1,新港街道
0,350103005002
1,111
2,牡丹社区居委会
0,350103005004
1,111
2,上海新苑社区居委会
0,350103005005
1,111
2,河上社区居委会
0,350103005017
1,111
2,凤凰社区居委会
0,350103005021
1,111
2,西洋社区居委会
0,350103005022
1,111
2,交通社区居委会
0,350103005023
1,111
2,万象社区居委会
0,350103005000
1,上海街道
0,350103007003
1,111
2,中平社区居委会
0,350103007004
1,111
2,苍霞新城社区居委会
0,350103007009
1,111
2,万侯社区居委会
0,350103007012
1,111
2,三保社区居委会
0,350103007013
1,111
2,河下社区居委会
0,350103007000
1,苍霞街道
0,350103009007
1,111
2,广安社区居委会
0,350103009009
1,111
2,福德社区居委会
0,350103009014
1,111
2,洋头口社区居委会
0,350103009016
1,111
2,阳光社区居委会
0,350103009000
1,茶亭街道
0,350103010001
1,111
2,铺前社区居委会
0,350103010003
1,111
2,达道社区居委会
0,350103010004
1,111
2,金斗社区居委会
0,350103010014
1,111
2,玉树社区居委会
0,350103010000
1,洋中街道
0,350103011001
1,111
2,亚峰社区居委会
0,350103011002
1,111
2,曙光社区居委会
0,350103011003
1,111
2,鳌峰洲社区居委会
0,350103011004
1,111
2,鳌峰苑社区居委会
0,350103011005
1,111
2,福人社区居委会
0,350103011007
1,111
2,武夷绿洲社区居委会
0,350103011000
1,鳌峰街道
0,350103012001
1,111
2,宁化社区居委会
0,350103012003
1,111
2,福瑞社区居委会
0,350103012006
1,111
2,祥坂社区居委会
0,350103012007
1,111
2,长汀社区居委会
0,350103012008
1,111
2,福祥社区居委会
0,350103012000
1,宁化街道
0,350103000000
1,台江区
0,350104001003
1,111
2,万春社区
0,350104001005
1,111
2,公园社区
0,350104001006
1,111
2,麦园社区
0,350104001008
1,111
2,劳工社区
0,350104001010
1,111
2,航兴社区
0,350104001000
1,仓前街道
0,350104002001
1,111
2,东兴社区
0,350104002002
1,111
2,东南社区
