,0
0,500101001001
1,111
2,东方广场社区居民委员会
0,500101001002
1,111
2,乌龙池社区居民委员会
0,500101001003
1,111
2,王家坡社区居民委员会
0,500101001004
1,111
2,太白路社区居民委员会
0,500101001005
1,111
2,甘家院社区居民委员会
0,500101001006
1,111
2,苗圃社区居民委员会
0,500101001007
1,111
2,望江路社区居民委员会
0,500101001008
1,111
2,高笋塘社区居民委员会
0,500101001009
1,111
2,电报路社区居民委员会
0,500101001010
1,111
2,西山路社区居民委员会
0,500101001000
1,高笋塘街道办事处
0,500101017001
1,111
2,青羊宫社区居民委员会
0,500101017002
1,111
2,白岩路社区居民委员会
0,500101017003
1,111
2,桂花堰塘社区居民委员会
0,500101017004
1,111
2,桔园社区居民委员会
0,500101017005
1,111
2,孙家书房社区居民委员会
0,500101017006
1,111
2,文化里社区居民委员会
0,500101017007
1,111
2,国本路社区居民委员会
0,500101017008
1,111
2,复兴路社区居民委员会
0,500101017009
1,111
2,和平路社区居民委员会
0,500101017010
1,111
2,红光社区居民委员会
0,500101017011
1,111
2,南池沟社区居民委员会
0,500101017012
1,111
2,吴家湾社区居民委员会
0,500101017200
1,112
2,太白村村民委员会
0,500101017201
1,220
2,永宁村村民委员会
0,500101017202
1,112
2,红光村村民委员会
0,500101017203
1,112
2,万二村村民委员会
0,500101017000
1,太白街道办事处
0,500101018001
1,111
2,牌楼社区居民委员会
0,500101018002
1,111
2,袁家墩社区居民委员会
0,500101018003
1,111
2,搭马桥社区居民委员会
0,500101018004
1,111
2,太平社区居民委员会
0,500101018005
1,111
2,观音岩社区居民委员会
0,500101018006
1,111
2,印盒石社区居民委员会
0,500101018007
1,111
2,万安社区居民委员会
0,500101018008
1,111
2,大河沟社区居民委员会
0,500101018009
1,111
2,石峰社区居民委员会
0,500101018000
1,牌楼街道办事处
0,500101019001
1,111
2,螺蛳包社区居民委员会
0,500101019002
1,111
2,学堂湾社区居民委员会
0,500101019003
1,112
2,槽房社区居民委员会
0,500101019004
1,111
2,一碗水社区居民委员会
0,500101019005
1,112
2,石梁社区居民委员会
0,500101019200
1,220
2,永清村村民委员会
0,500101019201
1,220
2,石鼓村村民委员会
0,500101019202
1,112
2,龙宝村村民委员会
0,500101019203
1,112
2,大榜村村民委员会
0,500101019204
1,112
2,万利村村民委员会
0,500101019000
1,双河口街道办事处
0,500101020001
1,112
2,大塘边社区居民委员会
0,500101020002
1,111
2,红溪沟社区居民委员会
0,500101020003
1,111
2,岩上坝社区居民委员会
0,500101020004
1,111
2,九龙园社区居民委员会
0,500101020005
1,111
2,金港社区居民委员会
0,500101020200
1,220
2,三吉村村民委员会
0,500101020000
1,龙都街道办事处
0,500101021001
1,112
2,天子湖社区居民委员会
0,500101021002
1,111
2,天生城社区居民委员会
0,500101021003
1,111
2,流水社区居民委员会
0,500101021004
1,111
2,周家坝社区居民委员会
0,500101021005
1,111
2,救兵城社区居民委员会
0,500101021006
1,111
2,天子路社区居民委员会
0,500101021007
1,112
2,映水坪社区居民委员会
0,500101021008
1,112
2,双堰塘社区居民委员会
0,500101021009
1,111
2,长生河社区居民委员会
0,500101021010
1,112
2,集中社区居民委员会
0,500101021200
1,112
2,狮子村村民委员会
0,500101021000
1,周家坝街道办事处
0,500101022001
1,112
2,落凼社区居民委员会
0,500101022002
1,111
2,凤仙路社区居民委员会
0,500101022003
1,111
2,申明社区居民委员会
0,500101022004
1,111
2,花青路社区居民委员会
0,500101022005
1,111
2,沙河社区居民委员会
0,500101022006
1,112
2,玉城社区居民委员会
0,500101022200
1,112
2,上坪村村民委员会
0,500101022201
1,112
2,安乐村村民委员会
0,500101022202
1,112
2,万斛村村民委员会
0,500101022203
1,220
2,孙家村村民委员会
0,500101022000
1,沙河街道办事处
0,500101023001
1,111
2,棉花地社区居民委员会
0,500101023002
1,111
2,丰收社区居民委员会
0,500101023003
1,111
2,八角井社区居民委员会
0,500101023004
1,111
2,幸福社区居民委员会
0,500101023005
1,111
2,陶家坪社区居民委员会
0,500101023006
1,111
2,枇杷坪社区居民委员会
0,500101023007
1,111
2,玉安社区居民委员会
0,500101023008
1,112
2,桑树社区居民委员会
0,500101023009
1,112
2,双溪社区居民委员会
0,500101023010
1,112
2,百步社区居民委员会
0,500101023011
1,111
2,富祥社区居民委员会
0,500101023200
1,112
2,都历村村民委员会
0,500101023201
1,220
2,驸马村村民委员会
