,0
0,630101000000
1,市辖区
0,630102001001
1,111
2,北关社区居民委员会
0,630102001004
1,111
2,慈幼社区居民委员会
0,630102001005
1,111
2,五一社区居民委员会
0,630102001000
1,东关大街社区公共服务中心
0,630102002003
1,111
2,团结社区居民委员会
0,630102002006
1,111
2,夏都花园社区居民委员会
0,630102002007
1,111
2,南小街社区居民委员会
0,630102002000
1,清真巷社区公共服务中心
0,630102003001
1,111
2,凯旋社区居民委员会
0,630102003002
1,111
2,园山路社区居民委员会
0,630102003202
1,111
2,友谊村村民委员会
0,630102003000
1,大众街社区公共服务中心
0,630102004001
1,111
2,杨家巷社区居民委员会
0,630102004002
1,111
2,建国路社区居民委员会
0,630102004004
1,111
2,为民巷社区居民委员会
0,630102004201
1,111
2,联合村村民委员会
0,630102004000
1,周家泉社区公共服务中心
0,630102005001
1,111
2,火车站社区居民委员会
0,630102005004
1,111
2,中庄社区居民委员会
0,630102005000
1,火车站社区公共服务中心
0,630102006002
1,111
2,学院社区居民委员会
0,630102006003
1,111
2,康东社区居民委员会
0,630102006000
1,康乐社区公共服务中心
0,630102007001
1,111
2,蓝天社区居民委员会
0,630102007004
1,111
2,站西社区居民委员会
0,630102007202
1,111
2,林家崖村村民委员会
0,630102007203
1,111
2,路家庄村村民委员会
0,630102007000
1,林家崖社区公共服务中心
0,630102008001
1,111
2,凤凰园社区居民委员会
0,630102008002
1,111
2,磨尔园社区居民委员会
0,630102008000
1,国际村社区公共服务中心
0,630102009001
1,111
2,树林巷社区居民委员会
0,630102009002
1,111
2,共和路社区居民委员会
0,630102009003
1,111
2,德令哈社区居民委员会
0,630102009000
1,富强巷社区公共服务中心
0,630102010001
1,111
2,康南社区居民委员会
0,630102010002
1,111
2,康宁社区居民委员会
0,630102010200
1,111
2,团结村村民委员会
0,630102010000
1,青藏花园社区公共服务中心
0,630102011001
1,111
2,安泰社区居民委员会
0,630102011002
1,111
2,康西社区居民委员会
0,630102011200
1,111
2,先进村村民委员会
0,630102011000
1,泰宁社区公共服务中心
0,630102012001
1,111
2,幸福社区居民委员会
0,630102012002
1,111
2,纺织社区居民委员会
0,630102012000
1,互助中路社区公共服务中心
0,630102100001
1,111
2,乐家湾社区居民委员会
0,630102100002
1,111
2,金桥路社区居民委员会
0,630102100003
1,111
2,明杏社区居民委员会
0,630102100004
1,111
2,泉景社区居民委员会
0,630102100200
1,111
2,上铺村村民委员会
0,630102100201
1,112
2,塔尔山村村民委员会
0,630102100202
1,111
2,下铺村村民委员会
0,630102100203
1,111
2,乐家湾村村民委员会
0,630102100204
1,111
2,杨沟湾村村民委员会
0,630102100000
1,乐家湾镇政府
0,630102101003
1,111
2,东兴社区居民委员会
0,630102101004
1,111
2,东盛社区居民委员会
0,630102101200
1,111
2,中庄村村民委员会
0,630102101201
1,111
2,褚家营村村民委员会
0,630102101202
1,111
2,小寨村村民委员会
0,630102101203
1,112
2,韵家口村民委员会
0,630102101204
1,220
2,泮子山村村民委员会
0,630102101205
1,220
2,付家寨村村民委员会
0,630102101206
1,220
2,朱家庄村村民委员会
0,630102101211
1,111
2,王家庄村村民委员会
0,630102101212
1,112
2,曹家寨村村民委员会
0,630102101000
1,韵家口镇政府
0,630102000000
1,城东区
0,630103001003
1,111
2,南关街社区居委会
0,630103001004
1,111
2,水井巷社区居委会
0,630103001000
1,人民街街道办事处
0,630103002001
1,111
2,农建社区居委会
0,630103002003
1,111
2,南山东社区居委会
0,630103002004
1,111
2,南山西社区居委会
0,630103002005
1,111
2,南山社区居委会
0,630103002006
1,111
2,新青社区居委会
0,630103002007
1,111
2,建新社区居委会
0,630103002000
1,南滩街道办事处
0,630103003001
1,111
2,石坡街社区居委会
0,630103003002
1,111
2,前营街社区居委会
0,630103003000
1,仓门街街道办事处
0,630103004002
1,111
2,长江路社区居委会
0,630103004003
1,111
2,七一路西社区居委会
0,630103004005
1,111
2,解放路社区居委会
0,630103004000
1,礼让街街道办事处
0,630103005001
1,111
2,东大街社区居委会
0,630103005002
1,111
2,上滨河路社区居委会
0,630103005004
1,111
2,文化街社区居委会
0,630103005000
1,饮马街街道办事处
0,630103006001
1,111
2,龙泰社区居委会
0,630103006002
1,111
2,二机社区居委会
0,630103006003
1,111
2,兴旺社区居委会
0,630103006006
1,111
2,瑞驰社区居委会
0,630103006200
1,112
2,水磨村村委会
0,630103006201
1,112
2,红光村村委会
0,630103006202
1,220
2,南酉山村村委会
0,630103006203
1,112
2,南园村村委会
0,630103006000
1,南川东路街道办事处
0,630103007001
1,111
2,福禄巷北社区居民委员会
0,630103007003
1,111
2,西台社区居民委员会
0,630103007004
1,111
2,东台社区居民委员会
0,630103007005
1,111
2,福禄巷南社区居民委员会
0,630103007007
1,111
2,香格里拉社区居委会
0,630103007200
1,112
2,沈家寨村委会
0,630103007201
1,112
2,红星村委会
0,630103007202
1,112
2,新青村委会
0,630103007203
1,112
2,园树村委会
0,630103007204
1,112
2,贾小村委会
0,630103007000
1,南川西路街道办事处
0,630103100002
1,111
2,清华路社区居委会
0,630103100003
1,111
2,金十字社区居委会
0,630103100004
1,111
2,新城社区居委会
0,630103100200
1,112
2,王斌堡村委会
0,630103100201
1,112
2,张家庄村委会
0,630103100202
1,112
2,清河村委会
0,630103100203
1,112
2,清水河村委会
0,630103100204
1,112
2,总南村委会
0,630103100205
1,112
2,总北村委会
0,630103100206
1,112
2,谢家寨村委会
0,630103100207
1,112
2,塘马坊村委会
0,630103100208
1,112
2,杜家庄村委会
0,630103100209
1,112
2,泉尔湾村委会
0,630103100210
1,112
2,新庄村委会
0,630103100211
1,112
2,逯家寨村委会
0,630103100212
1,220
2,王家山村委会
0,630103100213
1,123
2,元堡子村委会
0,630103100214
1,123
2,星家村委会
0,630103100215
1,123
2,新安村委会
0,630103100216
1,123
2,享堂村委会
0,630103100217
1,220
2,陈家窑村委会
0,630103100218
1,220
2,莫家沟村委会
0,630103100219
1,220
2,下细沟村委会
0,630103100220
1,220
2,上细沟村委会
0,630103100221
1,220
2,下野牛沟村委会
0,630103100222
1,220
2,上野牛沟村委会
0,630103100000
1,总寨镇
0,630103400498
1,111
2,南川工业园虚拟社区
0,630103400000
1,南川工业园
0,630103000000
1,城中区
0,630104001001
1,111
2,北气象巷社区居民委员会
0,630104001002
1,111
2,南气象巷社区居民委员会
0,630104001003
1,111
2,贾小社区居民委员会
0,630104001000
1,西关大街街道办事处
0,630104002001
1,111
2,学院巷社区居民委员会
0,630104002002
1,111
2,青年巷社区居民委员会
0,630104002004
1,111
2,昆东社区居民委员会
0,630104002005
1,111
2,昆西社区居民委员会
0,630104002000
1,古城台街道办事处
0,630104003002
1,111
2,海晏路社区居民委员会
0,630104003003
1,111
2,医财东社区居民委员会
0,630104003004
1,111
2,医财西社区居民委员会
0,630104003005
1,111
2,冷湖路社区居民委员会
0,630104003006
1,111
2,新西社区居民委员会
0,630104003007
1,111
2,殷家庄社区居民委员会
0,630104003201
1,111
2,杨家寨村委会
0,630104003202
1,111
2,苏家河湾村委会
0,630104003000
1,虎台街道办事处
0,630104004001
1,111
2,西交通巷社区居民委员会
0,630104004002
1,111
2,公园巷社区居民委员会
0,630104004003
1,111
2,东交通巷社区居民委员会
0,630104004004
1,111
2,北商业巷社区居民委员会
0,630104004000
1,胜利路街道办事处
0,630104005001
1,111
2,兴胜巷社区居民委员会
0,630104005003
1,111
2,中华巷社区居民委员会
0,630104005005
1,111
2,尕寺巷社区居民委员会
0,630104005000
1,兴海路街道办事处
0,630104006001
1,111
2,文亭巷社区居民委员会
0,630104006002
1,111
2,文博路社区居民委员会
0,630104006003
1,111
2,海湖广场社区居民委员会
0,630104006000
1,文汇路街道办事处
0,630104007001
1,111
2,文成路社区居民委员会
0,630104007002
1,111
2,桃李路社区居民委员会
0,630104007003
1,111
2,光华路社区居民委员会
0,630104007000
1,通海路街道办事处
0,630104100001
1,111
2,西川南路社区居民委员会
0,630104100200
1,111
2,彭家寨村委会
0,630104100201
1,111
2,西北园村委会
0,630104100202
1,111
2,刘家寨村委会
0,630104100203
1,111
2,汉庄村委会
0,630104100204
1,112
2,张家湾村委会
0,630104100205
1,112
2,杨家湾村委会
0,630104100206
1,112
2,阴山堂村委会
0,630104100207
1,111
2,火西村委会
0,630104100208
1,111
2,火东村委会
0,630104100209
1,111
2,晨光村委会
0,630104100000
1,彭家寨镇
0,630104000000
1,城西区
0,630105001001
1,111
2,朝阳社区居民委员会
0,630105001002
1,111
2,山川社区居民委员会
0,630105001003
1,111
2,北川河东路社区居民委员会
0,630105001004
1,111
2,祁连路西社区居民委员会
0,630105001005
1,111
2,北山社区居民委员会
0,630105001200
1,112
2,北园村委会
0,630105001201
1,112
2,朝阳村委会
0,630105001202
1,112
2,祁家城村委会
0,630105001203
1,112
2,寺台子村委会
0,630105001204
1,112
2,新民村委会
0,630105001000
1,朝阳街道办事处
0,630105002001
1,111
2,建设巷社区居民委员会
0,630105002002
1,111
2,新海桥社区居民委员会
0,630105002003
1,111
2,毛胜寺社区居民委员会
0,630105002004
1,111
2,小桥社区居民委员会
0,630105002005
1,111
2,新世纪社区居民委员会
0,630105002200
1,112
2,毛胜寺村委会
0,630105002201
1,111
2,北杏园村委会
0,630105002202
1,112
2,陶家寨村委会
0,630105002203
1,112
2,陶新村委会
0,630105002204
1,112
2,小桥村委会
0,630105002000
1,小桥大街街道办事处
0,630105003001
1,111
2,西杏园社区居民委员会
0,630105003002
1,111
2,马坊东社区居民委员会
0,630105003003
1,111
2,青工社区居民委员会
0,630105003004
1,111
2,汽运社区居民委员会
0,630105003005
1,111
2,光明社区居民委员会
0,630105003006
1,111
2,新村社区居民委员会
0,630105003007
1,111
2,欣乐社区居民委员会
0,630105003008
1,111
2,幸福社区居民委员会
0,630105003200
1,112
2,西杏园村委会
0,630105003201
1,112
2,马坊村委会
0,630105003202
1,112
2,盐庄村委会
0,630105003203
1,112
2,三其村委会
0,630105003000
1,马坊街道办事处
0,630105004001
1,111
2,萨尔斯堡社区
0,630105004002
1,111
2,美丽水街社区
0,630105004003
1,111
2,湟水河畔社区
0,630105004004
1,111
2,火车西站社区
0,630105004005
1,111
2,盐庄社区
0,630105004000
1,火车西站办事处
0,630105100001
1,111
2,一机床社区居民委员会
0,630105100002
1,111
2,工具厂社区居民委员会
0,630105100200
1,111
2,大堡子村委会
0,630105100201
1,112
2,严小村委会
0,630105100202
1,112
2,宋家寨村委会
0,630105100203
1,112
2,晋家湾村委会
0,630105100204
1,112
2,鲍家寨村委会
0,630105100205
1,112
2,朱南村委会
0,630105100206
1,112
2,朱北村委会
0,630105100207
1,220
2,吧浪村委会
0,630105100208
1,220
2,吴仲村委会
0,630105100209
1,220
2,汪家寨村委会
0,630105100210
1,220
2,乙其寨村委会
0,630105100211
1,112
2,陶南村委会
0,630105100212
1,112
2,陶北村委会
0,630105100000
1,大堡子镇
0,630105101001
1,111
2,生物园社区居民委员会
0,630105101002
1,111
2,泉湾社区居民委员会
0,630105101200
1,111
2,廿里铺村委会
0,630105101201
1,220
2,花园台村委会
0,630105101202
1,112
2,孙家寨村委会
0,630105101203
1,220
2,小寨村委会
0,630105101204
1,112
2,莫家庄村委会
0,630105101205
1,112
2,新村委会
0,630105101206
1,112
2,石头磊村委会
0,630105101207
1,112
2,魏家庄村委会
0,630105101208
1,220
2,九家湾村委会
0,630105101209
1,220
2,郭家塔村委会
0,630105101210
1,220
2,双苏堡村委会
0,630105101000
1,廿里铺镇
0,630105400498
1,111
2,生物科技产业园虚拟社区
0,630105400000
1,生物科技产业园
0,630105000000
1,城北区
0,630121100001
1,121
2,人民路南居委会
0,630121100002
1,121
2,人民路北居委会
0,630121100003
1,121
2,园林路北居委会
0,630121100005
1,121
2,园林路南居委会
0,630121100006
1,121
2,解放路北居委会
0,630121100007
1,121
2,解放路南居委会
0,630121100008
1,121
2,元朔居委会
0,630121100009
1,121
2,桥电居委会
0,630121100010
1,121
2,小石山居委会
0,630121100011
1,121
2,矿山居委会
0,630121100012
1,121
2,八一居委会
0,630121100200
1,122
2,大煤洞村委会
0,630121100201
1,122
2,元树尔村委会
0,630121100202
1,122
2,安门滩村委会
0,630121100203
1,220
2,胡基沟村委会
0,630121100204
1,122
2,小煤洞村委会
0,630121100205
1,122
2,向阳堡村委会
0,630121100206
1,122
2,红河限村委会
0,630121100207
1,122
2,毛家寨村委会
0,630121100208
1,122
2,老营庄村委会
0,630121100209
1,122
2,大湾村委会
0,630121100210
1,122
2,水泉湾村委会
0,630121100211
1,220
2,毛家沟村委会
0,630121100212
1,122
2,贺家寨村委会
0,630121100213
1,122
2,古城村委会
0,630121100214
1,122
2,后庄村委会
0,630121100215
1,220
2,后子沟村委会
0,630121100216
1,122
2,南关村委会
0,630121100217
1,122
2,上关村委会
0,630121100218
1,220
2,上庙沟村委会
0,630121100219
1,122
2,下庙沟村委会
0,630121100220
1,122
2,新城村委会
0,630121100221
1,220
2,窑庄村委会
0,630121100000
1,桥头镇
0,630121101001
1,121
2,佰胜居委会
0,630121101200
1,122
2,西关村委会
0,630121101201
1,122
2,上毛佰胜村委会
0,630121101202
1,122
2,下毛佰胜村委会
0,630121101203
1,122
2,西门村委会
0,630121101204
1,122
2,城关村委会
0,630121101205
1,122
2,东门村委会
0,630121101206
1,220
2,好来村委会
0,630121101207
1,220
2,龙曲村委会
0,630121101208
1,220
2,塔哇村委会
0,630121101209
1,220
2,贝寺村委会
0,630121101210
1,220
2,张家庄村委会
0,630121101211
1,220
2,大庄村委会
0,630121101212
1,220
2,阳坡庄村委会
0,630121101213
1,122
2,柳树庄村委会
0,630121101214
1,220
2,李家磨村委会
0,630121101215
1,122
2,下寺咀村委会
0,630121101216
1,122
2,上寺咀村委会
0,630121101217
1,220
2,沙巴图村委会
0,630121101218
1,220
2,林家台村委会
0,630121101219
1,220
2,铁家庄村委会
0,630121101000
1,城关镇
0,630121102001
1,121
2,塔尔湾居委会
0,630121102200
1,121
2,塔尔村委会
0,630121102201
1,220
2,奔康滩村委会
0,630121102202
1,220
2,上旧庄村委会
0,630121102203
1,220
2,石家庄村委会
0,630121102204
1,220
2,下旧庄村委会
0,630121102205
1,122
2,中庄村委会
0,630121102206
1,220
2,泉沟村委会
0,630121102207
1,122
2,凉州庄村委会
0,630121102208
1,220
2,河州庄村委会
0,630121102209
1,220
2,韭菜沟村委会
0,630121102210
1,220
2,半沟村委会
0,630121102211
1,220
2,东药草滩村委会
0,630121102212
1,220
2,格达庄村委会
0,630121102213
1,220
2,塔尔沟村委会
0,630121102214
1,220
2,王庄村委会
0,630121102215
1,220
2,西药草滩村委会
0,630121102000
1,塔尔镇
0,630121103001
1,121
2,衙门庄居委会
0,630121103200
1,121
2,衙门庄村委会
0,630121103201
1,220
2,南滩村委会
0,630121103202
1,220
2,麻其村委会
0,630121103203
1,220
2,克麻尔村委会
0,630121103204
1,220
2,杏花庄村委会
0,630121103205
1,220
2,仙米村委会
0,630121103206
1,220
2,田家沟村委会
0,630121103207
1,220
2,尔麻村委会
0,630121103208
1,220
2,康乐村委会
0,630121103209
1,220
2,老虎沟村委会
0,630121103210
1,220
2,刘家庄村委会
0,630121103211
1,220
2,多隆村委会
0,630121103212
1,220
2,元墩子村委会
0,630121103000
1,东峡镇
0,630121104001
1,121
2,黄东居委会
0,630121104002
1,121
2,青铝居委会
0,630121104200
1,122
2,东柳村委会
0,630121104201
1,121
2,黄东村委会
0,630121104202
1,122
2,黄西村委会
0,630121104203
1,220
2,上陶村委会
0,630121104204
1,220
2,下陶村委会
0,630121104205
1,122
2,上赵村委会
0,630121104206
1,122
2,下赵村委会
0,630121104207
1,122
2,许家寨村委会
0,630121104208
1,122
2,杨家寨村委会
0,630121104209
1,220
2,阿家村委会
0,630121104210
1,220
2,陈家村委会
0,630121104211
1,220
2,大哈门村委会
0,630121104212
1,220
2,平地庄村委会
0,630121104213
1,220
2,平乐村委会
0,630121104214
1,220
2,上柴村委会
0,630121104215
1,220
2,下柴村委会
0,630121104216
1,220
2,索家村委会
0,630121104217
1,220
2,寺尔庄村委会
0,630121104218
1,220
2,台台村委会
0,630121104219
1,220
2,兴太村委会
0,630121104000
1,黄家寨镇
0,630121105001
1,121
2,长宁居委会
0,630121105200
1,121
2,长宁村委会
0,630121105201
1,122
2,甘沟门村委会
0,630121105202
1,220
2,韩家山村委会
0,630121105203
1,122
2,宋家庄村委会
0,630121105204
1,122
2,王家庄村委会
0,630121105205
1,122
2,下严村委会
0,630121105206
1,122
2,新寨村委会
0,630121105207
1,220
2,新添堡村委会
0,630121105208
1,220
2,上堡村委会
0,630121105209
1,122
2,鲍西村委会
0,630121105210
1,122
2,鲍东村委会
0,630121105211
1,220
2,陈家庄村委会
0,630121105212
1,220
2,代家庄村委会
0,630121105213
1,220
2,东村村委会
0,630121105214
1,220
2,河滩村委会
0,630121105215
1,220
2,红崖村委会
0,630121105216
1,220
2,康家村委会
0,630121105217
1,220
2,上孙家寨村委会
0,630121105218
1,220
2,双庙村委会
0,630121105219
1,220
2,田家村委会
0,630121105220
1,220
2,汪家村委会
0,630121105221
1,220
2,殷家村委会
0,630121105222
1,220
2,西村村委会
0,630121105223
1,220
2,中咀村委会
0,630121105224
1,220
2,尕庄村委会
0,630121105000
1,长宁镇
0,630121106001
1,121
2,景阳居委会
0,630121106200
1,220
2,大寺村委会
0,630121106201
1,220
2,小寺村委会
0,630121106202
1,122
2,甘树湾村委会
0,630121106203
1,220
2,后山村委会
0,630121106204
1,220
2,山城村委会
0,630121106205
1,220
2,什家村委会
0,630121106206
1,220
2,寺沟村委会
0,630121106207
1,121
2,苏家堡村委会
0,630121106208
1,220
2,土关村委会
0,630121106209
1,220
2,大寨村委会
0,630121106210
1,220
2,小寨村委会
0,630121106211
1,220
2,哈门村委会
0,630121106212
1,220
2,金冲村委会
0,630121106213
1,220
2,兰冲村委会
0,630121106214
1,220
2,龙泉村委会
0,630121106215
1,220
2,泉头村委会
0,630121106216
1,220
2,上岗冲村委会
0,630121106217
1,220
2,下岗冲村委会
0,630121106218
1,220
2,中岭村委会
0,630121106000
1,景阳镇
0,630121107001
1,121
2,哈州居委会
0,630121107200
1,220
2,藏龙庄村委会
0,630121107201
1,121
2,哈州村委会
0,630121107202
1,220
2,口子庄村委会
0,630121107203
1,220
2,马场庄村委会
0,630121107204
1,220
2,上宽村委会
0,630121107205
1,122
2,上浪加村委会
0,630121107206
1,220
2,石头滩村委会
0,630121107207
1,220
2,吴什庄村委会
0,630121107208
1,220
2,下宽村委会
0,630121107209
1,220
2,下浪加村委会
0,630121107000
1,多林镇
0,630121108001
1,121
2,新庄居委会
0,630121108200
1,121
2,新庄村委会
0,630121108201
1,220
2,申哇村委会
0,630121108202
1,122
2,硖门村委会
0,630121108203
1,220
2,台其庄村委会
0,630121108204
1,220
2,尕庄村委会
0,630121108205
1,220
2,中滩村委会
0,630121108206
1,220
2,吉仓村委会
0,630121108207
1,220
2,兰隆村委会
0,630121108208
1,220
2,红石崖村委会
0,630121108209
1,220
2,下山村委会
0,630121108210
1,220
2,上山村委会
0,630121108211
1,122
2,李家山村委会
0,630121108000
1,新庄镇
0,630121200200
1,210
2,上阳山村委会
0,630121200201
1,220
2,下阳山村委会
0,630121200202
1,220
2,生地村委会
0,630121200203
1,220
2,毛合湾村委会
0,630121200204
1,220
2,卧马村委会
0,630121200205
1,220
2,雪里合村委会
0,630121200206
1,220
2,中庄沟村委会
0,630121200207
1,220
2,麻哈村委会
0,630121200208
1,220
2,棉格勒村委会
0,630121200209
1,220
2,白土垭豁村委会
0,630121200210
1,220
2,全家湾村委会
0,630121200211
1,220
2,柳林滩村委会
0,630121200000
1,青林乡
0,630121201200
1,210
2,贺家庄村委会
0,630121201201
1,220
2,作士图村委会
0,630121201202
1,220
2,龙卧村委会
0,630121201203
1,220
2,聂家沟村委会
0,630121201204
1,220
2,利顺庄村委会
0,630121201205
1,220
2,青山村委会
0,630121201206
1,220
2,沙岱村委会
0,630121201207
1,220
2,红泉村委会
0,630121201208
1,220
2,沙尕图村委会
0,630121201209
1,220
2,东山村委会
0,630121201210
1,220
2,关巴村委会
0,630121201211
1,220
2,多兰村委会
0,630121201212
1,220
2,西山村委会
0,630121201213
1,220
2,古娄马场村委会
0,630121201214
1,220
2,西北岔村委会
0,630121201215
1,220
2,生地乙卡村委会
0,630121201000
1,青山乡
0,630121202200
1,210
2,逊布村委会
0,630121202201
1,220
2,塘坊村委会
0,630121202202
1,220
2,尕漏村委会
0,630121202203
1,220
2,上后拉村委会
0,630121202204
1,220
2,武胜沟村委会
0,630121202205
1,220
2,后拉村委会
0,630121202206
1,220
2,兰家村委会
0,630121202207
1,220
2,安宁滩村委会
0,630121202208
1,220
2,逊布沟村委会
0,630121202209
1,220
2,庄头村委会
0,630121202210
1,220
2,八里村委会
0,630121202211
1,220
2,谷古家村委会
0,630121202212
1,220
2,麻什藏村委会
0,630121202000
1,逊让乡
0,630121203200
1,210
2,极拉上庄村委会
0,630121203201
1,210
2,极拉下庄村委会
0,630121203202
1,220
2,极拉口村委会
0,630121203203
1,220
2,下和衷村委会
0,630121203204
1,220
2,上和衷村委会
0,630121203205
1,220
2,阳坡村委会
0,630121203206
1,220
2,宗阳沟村委会
0,630121203207
1,220
2,深沟村委会
0,630121203208
1,210
2,极拉后庄村委会
0,630121203209
1,220
2,崖湾村委会
0,630121203210
1,220
2,岔水坝村委会
0,630121203000
1,极乐乡
0,630121204200
1,210
2,铧尖村委会
0,630121204201
1,220
2,冰沟村委会
0,630121204202
1,220
2,红垭豁村委会
0,630121204203
1,220
2,上丰积村委会
0,630121204204
1,220
2,下丰积村委会
0,630121204205
1,220
2,石板滩村委会
0,630121204206
1,220
2,西坡村委会
0,630121204207
1,220
2,小沟村委会
0,630121204208
1,220
2,杂户村委会
0,630121204000
1,石山乡
0,630121205001
1,220
2,牛场居委会
0,630121205200
1,210
2,油房庄村委会
0,630121205201
1,220
2,巴彦村牧委会
0,630121205202
1,122
2,俄博图村委会
0,630121205203
1,122
2,寺堂村委会
0,630121205204
1,122
2,孔家梁村委会
0,630121205205
1,220
2,五间房村委会
0,630121205206
1,220
2,张家滩村委会
0,630121205207
1,220
2,纳楞沟村委会
0,630121205208
1,220
2,哈家咀村委会
0,630121205209
1,220
2,水草滩村委会
0,630121205210
1,220
2,祁汉沟村委会
0,630121205000
1,宝库乡
0,630121206200
1,210
2,河滩村委会
0,630121206201
1,220
2,大业坝村委会
0,630121206202
1,220
2,小业坝村委会
0,630121206203
1,220
2,斜沟村委会
0,630121206204
1,220
2,上窑洞庄村委会
0,630121206205
1,220
2,下窑洞庄村委会
0,630121206206
1,220
2,业坝台村委会
0,630121206000
1,斜沟乡
0,630121207200
1,121
2,下治泉村委会
0,630121207201
1,122
2,上治泉村委会
0,630121207202
1,122
2,桥尔沟村委会
0,630121207203
1,220
2,前跃村委会
0,630121207204
1,220
2,良教沟村委会
0,630121207205
1,122
2,白崖村委会
0,630121207206
1,122
2,下甘沟村委会
0,630121207207
1,122
2,上甘沟村委会
0,630121207208
1,220
2,松林村委会
0,630121207209
1,220
2,沙布村委会
0,630121207210
1,122
2,石庄村委会
0,630121207211
1,122
2,煤洞沟村委会
0,630121207000
1,良教乡
0,630121208200
1,210
2,流水口村委会
0,630121208201
1,220
2,达隆村委会
0,630121208202
1,220
2,立树尔村委会
0,630121208203
1,220
2,将军沟村委会
0,630121208204
1,220
2,麻庄村委会
0,630121208205
1,220
2,三角城村委会
0,630121208206
1,220
2,上滩村委会
0,630121208207
1,220
2,下滩村委会
0,630121208208
1,220
2,驿卡村委会
0,630121208000
1,向化藏族乡
0,630121209200
1,210
2,胜利村委会
0,630121209201
1,220
2,阿家沟村委会
0,630121209202
1,220
2,瓜拉大庄村委会
0,630121209203
1,220
2,东庄村委会
0,630121209204
1,220
2,俄博沟村委会
0,630121209205
1,220
2,关巴村委会
0,630121209206
1,220
2,吕顺村委会
0,630121209207
1,220
2,七棵树村委会
0,630121209208
1,220
2,台子村委会
0,630121209209
1,220
2,西沟村委会
0,630121209210
1,220
2,兴隆村委会
0,630121209211
1,220
2,桦林庄村委会
0,630121209212
1,220
2,贲哇沟村委会
0,630121209213
1,220
2,峡口村委会
0,630121209000
1,桦林乡
0,630121210001
1,123
2,县东居委会
0,630121210200
1,210
2,阿家堡村委会
0,630121210201
1,220
2,菜子口村委会
0,630121210202
1,220
2,代同庄村委会
0,630121210203
1,220
2,李家堡村委会
0,630121210204
1,220
2,马场村委会
0,630121210205
1,220
2,下吉哇村委会
0,630121210206
1,220
2,小龙院村委会
0,630121210207
1,220
2,药匠台村委会
